,Title,Product_category
39925944,Enhancing rufomycin production by CRISPR/Cas9-based genome editing and promoter engineering in <i>Streptomyces</i> sp. MJM3502.,['antibiotic']
39927766,Customization of Ethylene Glycol (EG)-Induced BmoR-Based Biosensor for the Directed Evolution of PET Degrading Enzymes.,['eg']
39929182,BAHD acyltransferase from dragon fruit enables production of phyllocactin in engineered yeast.,['phyllocactin']
39929973,Upcycling of polyamides through chemical hydrolysis and engineered Pseudomonas putida.,['PHB/PHA']
39930458,Modular plasmid design for autonomous multi-protein expression in Escherichia coli.,['invitrogengeneart']
39931379,Cost-effective whole-cell biosynthesis of ursodeoxycholic acid using engineered <i>Escherichia coli</i> with a multienzyme cascade.,['ursodeoxycholate']
39933098,High Ectoine Production from Lignocellulosic Hydrolysate by <i>Escherichia coli</i> through Metabolic and Fermentation Engineering.,['ectoine']
39934093,Shaping up a Mevalonate Pathway in the <i>E. coli</i>-<i>E. coli</i> Coculture System for the Production of Sesquiterpenes.,['sesquiterpene']
39936844,"De Novo Production of 1,6-Hexanediol and 1,6-Hexamethylenediamine from Glucose by Metabolic Engineered <i>Escherichia coli</i>.",['hexanediol16hexamethylenediamine']
39937062,Production of the Sesquiterpene Bisabolene From One- and Two-Carbon Compounds in Engineered Methanosarcina acetivorans.,['sesquiterpenebisabolene']
39937586,Converting <i>Bacillus subtilis</i> 168 to a Synthetic Methylotroph by Combinatorial Metabolic Regulation Strategies.,['methylotroph']
39937996,Engineering <i>Saccharomyces cerevisiae</i> for Efficient Liquiritigenin Production.,['liquiritigenin']
39940754,Exploiting Mixed Waste Office Paper Containing Lignocellulosic Fibers for Alternatively Producing High-Value Succinic Acid by Metabolically Engineered <i>Escherichia coli</i> KJ122.,['succinic']
39940836,Integrated Analysis of Terpenoid Profiles and Full-Length Transcriptome Reveals the Central Pathways of Sesquiterpene Biosynthesis in <i>Atractylodes chinensis</i> (DC.) Koidz.,['sesquiterpene']
39946216,Transforming Poly(butylene adipate-<i>co</i>-terephthalate) into Protocatechuic Acid via Enzymatic Degradation and Whole-Cell Catalysis.,['wt']
39947347,Metabolic division engineering of Escherichia coli consortia for de novo biosynthesis of flavonoids and flavonoid glycosides.,['flavonoid']
39948827,Engineering <i>Saccharomyces cerevisiae</i> for <i>De Novo</i> Biosynthesis of 3'-Hydroxygenistein.,['hydroxygenistein']
39951012,Multi-Omics Analysis Reveals Impacts of LincRNA Deletion on Yeast Protein Synthesis.,['protein']
39951366,Optogenetic Modification of Glycerol Production in Wine Yeast.,['glycerol']
39952526,A novel NAC36-MYB18-TAT2 model regulates the synthesis of phenolic acid in Salvia miltiorrhiza Bunge.,['phenolate']
39955231,"CRISPR/Cas9 editing of p-COUMAROYL-CoA:MONOLIGNOL TRANSFERASE 1 in maize alters phenolic metabolism, lignin structure, and lignin-first biomass processing.",['pmt']
39959249,An engineered aldolase enables the biocatalytic synthesis of 2'-functionalized nucleoside analogues.,['cleosideanalogue']
39960345,Multidimensional Engineering of Escherichia coli for Efficient Adipic Acid Synthesis From Cyclohexane.,['adipate']
39963051,Metabolic Engineering of Filamentous Fungus <i>Trichoderma reesei</i> for Itaconic Acid Production.,['itaconate2']
39964647,Identification of a missing Pictet-Spenglerase in the Gloriosa superba L. colchicine biosynthesis pathway.,['colchicine']
39965110,"Highly Efficient <i>In Vivo</i> Production of Sialyllacto-<i>N</i>-tetraose C via Screening of Beneficial β1,4-galactosyltransferase and α2,6-sialyltransferase.",['sialyllactontetraose']
39965711,A bacterial platform for the production of 4-hydroxyphenylacetic acid and its derivatives.,['hydroxyphenylacetate']
39967241,Multistrategy Optimization for High-Yield 3-Fucosyllactose Production in <i>Escherichia coli</i> BL21 Star (DE3).,['fucosyllactose']
39968675,The production of succinate with more CO<sub>2</sub> fixation reactions facilitated by RuBisCO-based engineered Escherichia coli.,['succinate2']
39968680,Efficient expression of recombinant proteins in Bacillus subtilis using a rewired gene circuit of quorum sensing.,['protein']
39969245,UDP-Glycosyltransferases Engineering Coupled with UDPG Regeneration Facilitate the Efficient Conversion of Mogroside V.,['mogroside']
39969505,Metabolic Engineering of <i>Corynebacterium glutamicum</i> for Producing Different Types of Triterpenoids.,['triterpenoid']
39970999,Dynamic regulation combined with systematic metabolic engineering for high-level palmitoleic acid accumulation in oleaginous yeast.,['malonylcoa']
39971000,Engineering Komagataella phaffii for citric acid production through carbon-conserving supply of acetyl-CoA.,['citrate3']
39971727,Metabolic Engineering of <i>Rhodotorula toruloides</i> for the Production of Linalool.,['linalool']
39975573,CRISPR-Mediated rDNA Integration and Fluorescence Screening for Pathway Optimization in <i>Pichia pastoris</i>.,['geraniol']
39979934,Metabolic engineering of Komagataella phaffii for enhanced 3-hydroxypropionic acid (3-HP) production from methanol.,['3HP']
39979956,A novel recombinant PHB production platform in filamentous cyanobacteria avoiding nitrogen starvation while preserving cell viability.,['PHB/PHA']
39980168,"An Initial Genome Editing Toolset for Caldimonas thermodepolymerans, the First Model of Thermophilic Polyhydroxyalkanoates Producer.",['PHB/PHA']
39983898,"Biosynthesis of biodegradable plastic, poly(3HB-co-3HP), using methane as sole carbon source in metabolically engineered type II methanotroph, Methylosinus trichosporium OB3b.","['poly3hbco3hp', 'plastic']"
39984001,Fine-tuning the pathway and fermentation conditions to explore Pichia pastoris for high-level d-arabitol production from glucose.,['arabinitol']
39985470,Engineered <i>Vibrio natriegens</i> with a Toxin-Antitoxin System for High-Productivity Biotransformation of l-Lysine to Cadaverine.,['cadaverine2']
39985475,Novel Reprogramming of Polyketide Synthase for Valerolactam Production.,['valerolactam']
39987148,Discovery of a novel translation-machinery-associated protein that positively correlates with cellulase production.,['enzyme']
39987186,A rational multi-target combination strategy for synergistic improvement of non-ribosomal peptide production.,['peptide']
39987219,Combining transcriptomic and metabolomic insights into carbohydrate utilization by Ruminiclostridium papyrosolvens DSM2782.,['amino acid']
39987438,Promoter choice for XKS1 overexpression impacts xylose metabolism in Saccharomyces cerevisiae.,['ethanol']
39987802,Accelerating the conversion of black chokeberry anthocyanins toward vinylphenolic pyranoanthocyanins by displaying phenolic acid decarboxylase from Lactiplantibacillus plantarum on the surface of Pichia pastoris.,['chokeberry']
39988025,Switching the yeast metabolism via manipulation of sugar phosphorylation.,['alltransretinal']
39988026,Production and characterization of copolymers consisting of 3-hydroxybutyrate and increased 3-hydroxyvalerate by β-oxidation weakened Halomonas.,['copolymermacromolecule']
39988594,A concise enzyme cascade enables the manufacture of natural and halogenated protoberberine alkaloids.,['protoberberine']
39989320,"CnRed: Efficient, Marker-free Genome Engineering of <i>Cupriavidus necator</i> H16 by Adapted Lambda Red Recombineering.",['egfp']
39992080,Multidimensional Engineering of <i>Escherichia coli</i> MG1655 for the Efficient Biosynthesis of Difucosyllactose.,['difucosyllactose']
39993876,Genomic insights into Marinobacterium sediminicola CGMCC 1.7287<sup>T</sup>: A polyhydroxyalkanoate-producing bacterium isolated from marine sediment.,['ectoine']
39994248,Creation of a eukaryotic multiplexed site-specific inversion system and its application for metabolic engineering.,['carotenoid']
39994647,Rap1 overexpression boosts triterpenoid saponin production in yeast by enhancing precursor supply and heterologous gene expression.,['saponin']
39995681,CRISPR-Cas9-based one-step multiplexed genome editing through optimizing guide RNA processing strategies in <i>Pichia pastoris</i>.,"['hydroxytryptophan', 'fatty acid']"
39998212,Investigation of the <i>Cyanothece</i> nitrogenase cluster in <i>Synechocystis</i>: a blueprint for engineering nitrogen-fixing photoautotrophs.,['nitrogenrich']
39999377,Activating the d-Tagatose Production Capacity of <i>Escherichia coli</i> with Structural Insights into C4 Epimerase Specificity.,['tagatose']
39999895,Orchestrating multiple subcellular organelles of Saccharomyces cerevisiae for efficient production of squalene.,['squalene']
39999943,Biosynthesis of 12-aminododecanoic acid from biomass sugars.,['aminododecanoate']
40001153,Carbon fluxes rewiring in engineered E. coli via reverse tricarboxylic acid cycle pathway under chemolithotrophic condition.,['protenucleotide']
40004531,"Product Speculation from Carotenogenic Gene Cluster of <i>Nonlabens spongiae</i> Genome, and Identification of Myxol and Functional Analysis of Each Gene.",['carotenoid']
40005660,Development of an Engineered Bacterial Endophyte: Promoting Plant Growth Through Pyrroloquinoline Quinone (PQQ) Synthesis.,['pyrroloquinolinequinonepqq']
40005720,Genetic Code Expansion for Controlled Surfactin Production in a High Cell-Density <i>Bacillus subtilis</i> Strain.,['carotenoid']
40005756,Improved Natamycin Production in <i>Streptomyces gilvosporeus</i> Through Mutagenesis and Enhanced Nitrogen Metabolism.,['antibiotic']
40007505,Coupling Photocatalytic Reduction and Biosynthesis Towards Sustainable CO<sub>2</sub> Upcycling.,['photocatalytic']
40007551,An engineered <i>Yarrowia lipolytica</i> with rapid growth and efficient lipid utilization.,['lipophilic']
40012214,Overexpression of Geranylgeranyl Diphosphate Synthase and Cyclase Enhances Pleuromutilin Production in Clitopilus Passeckerianus T6.,['pleuromutilin']
40013057,"<i>De novo</i> biosynthesis of 4,6-dihydroxycoumarin in <i>Escherichia coli</i>.",['dihydroxycoumarin']
40014792,Efficient Synthesis of Vitamin B<sub>5</sub> in <i>Escherichia coli</i> by Engineering Ketopantoate Hydroxymethyltransferase and Cofactor Supply.,['vitamin']
40014795,Efficient Biosynthesis of Furanocoumarin Intermediate Marmesin by Engineered <i>Escherichia coli</i>.,['furanocoumarinmarmesin']
40015529,Unveiling novel oxygen-dependent docosahexaenoic acid biosynthesis pathway in Crypthecodinium cohnii via dual-function △4-fatty acid desaturases.,['DHA']
40015532,Systems metabolic engineering and process optimization for efficient l-tyrosine production from high-purity glucose syrup in Escherichia coli.,['amino acid']
40016797,Improving activity of GenB3 and GenB4 in gentamicin dideoxygenation biosynthesis by semi-rational engineering.,['antibiotic']
40017091,Enhanced Synthesis of Rare d-Allose from d-Glucose by Positively Pulling and Forcing Reversible Epimerization in Engineered <i>Escherichia coli</i>.,['allose']
40017741,Biochemistry and Chemoinformatics Guided Classification of Hirsutane Sesquiterpenes Isolated from Mushroom.,['anhydroarthrosporonehirsutane']
40019617,Tailoring Escherichia coli BL21 (DE3) for preferential xylose utilization via metabolic and regulatory engineering.,
40020799,Cell-free system for one-pot production of protocatechuate via a two-enzyme cascade with coenzyme regeneration.,['protocatechuate']
40021631,Regulating cellular metabolism and morphology to achieve high-yield synthesis of hyaluronan with controllable molecular weights.,['hyaluronate']
40022175,Design and characterization of allantoin-inducible expression systems in budding yeast.,['protein']
40022248,Engineering of the fast-growing cyanobacterium Synechococcus sp. PCC 11901 to synthesize astaxanthin.,['carotenoid']
40023329,Polyhydroxyalkanoate production by engineered Halomonas grown in lignocellulose hydrolysate.,['PHB/PHA']
40023330,Exploration of formate as a liquid organic hydrogen carrier in biohydrogen production through evolutionary and process engineering of hyperthermophilic archaeon.,['hydrogen']
40023335,Enhanced carbon capture and utilization in transgenic Chlorella sorokiniana harboring pyridoxal kinase under dynamic carbon dioxide levels.,"['protein', 'lipid']"
40025709,<i>De Novo</i> Biosynthesis of Chlorogenic Acid in <i>Yarrowia lipolytica</i> through Cis-Acting Element Optimization and NADPH Regeneration Engineering.,['chlorogenate']
40028768,Engineering UDP-sugar synthesis pathways for exopolysaccharide biosynthesis in Streptococcus thermophilus AR333.,['udpsugar']
